,Checked (everything but nblast clusters and indirect pathways),Flywire ID_updated,v630 ID,vPN or LVIN,FlyWire Super Class,Source of Visual Input,Cell Body Position,NT prediction,NT prediction score,NBLAST cluster,Type,Type Code,Pathway type to MB Left,Pathway type to MB Right,Synapses to KCg-d_Left,# of KCg-d Partners_Left,Synapses to KCg-d_Right,# of KCg-d Partners_Right,Synapse sum to LVINs,Synapse sum to LVINs left,Mirror Twin Ints,Is Mirror Twin a Direct KCgd Input (v630)?,Notes,RF_size
2111,,720575940641096144,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,405
2112,,720575940614865361,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,7
2114,,720575940615799263,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,274
2115,,720575940628480488,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,98
2116,,720575940627120616,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,85
2117,,720575940618355201,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,82
2118,,720575940617019905,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,84
2109,,720575940626309562,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,690
2051,,720575940622589892,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,74
2050,,720575940619263937,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,86
2049,,720575940633919423,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,64
1983,,720575940624359093,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,117
1984,,720575940620213942,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,34
1985,,720575940620320438,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,52
1986,,720575940624883384,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,48
1987,,720575940623105719,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,48
1988,,720575940615085755,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,100
1989,,720575940624744124,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,66
1990,,720575940607860419,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,124
1991,,720575940609933010,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,53
1992,,720575940616462041,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,39
1993,,720575940611030746,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,87
1994,,720575940617010905,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,43
1995,,720575940603944672,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,70
1996,,720575940631486177,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,44
1997,,720575940623548135,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,92
1998,,720575940624039655,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,120
1999,,720575940613783277,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,569
2000,,720575940620238576,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,43
2001,,720575940611628786,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,37
1982,,720575940620910251,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,16
1981,,720575940655546017,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,92
1980,,720575940633280156,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,44
1979,,720575940613799570,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,89
1959,,720575940623425097,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,56
1960,,720575940620893772,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,26
1961,,720575940624285261,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,61
1962,,720575940627848783,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,122
1963,,720575940630969939,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,86
1964,,720575940614766166,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,86
1965,,720575940612775530,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,75
1771,,720575940616403771,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,82
1967,,720575940634402411,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,56
2002,,720575940613439230,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,123
1968,,720575940619943533,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,70
1970,,720575940619288198,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,64
1971,,720575940622253704,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,62
1972,,720575940626005641,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,91
1973,,720575940627095177,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,53
1974,,720575940631289484,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,83
1975,,720575940622024330,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,88
1976,,720575940625972879,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,118
1977,,720575940624514704,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,54
1969,,720575940650049145,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,41
1957,,720575940608736836,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,49
2003,,720575940622163711,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,90
2005,,720575940608302857,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,107
2030,,720575940630290302,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,171
2031,,720575940639072128,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,110
2032,,720575940639997824,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,43
2033,,720575940620902271,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,20
2034,,720575940628545406,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,69
2035,,720575940623703956,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,48
2036,,720575940613283734,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,94
2037,,720575940633968538,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,57
2038,,720575940627939227,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,85
2040,,720575940613562274,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,82
2041,,720575940631347108,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,57
2042,,720575940620115878,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,148
2043,,720575940626800552,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,53
2044,,720575940633419693,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,25
2045,,720575940606443442,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,63
2046,,720575940623073205,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,89
2047,,720575940623179703,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,61
2048,,720575940617519033,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,32
2029,,720575940636155759,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,30
2028,,720575940646051694,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,53
2027,,720575940634648427,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,119
2026,,720575940628356969,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,68
2006,,720575940607074057,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,102
2007,,720575940618927892,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,107
2008,,720575940611727126,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,39
2009,,720575940645134103,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,90
2010,,720575940622311192,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,80
2011,,720575940633190169,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,73
2012,,720575940625153820,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,84
2013,,720575940628553515,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,55
2014,,720575940628995884,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,62
2004,,720575940625637122,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,120
2015,,720575940631576367,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,97
2017,,720575940618936118,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,25
2018,,720575940615249730,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,104
2019,,720575940628397896,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,60
2020,,720575940624711497,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,63
2021,,720575940627373903,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,45
2022,,720575940627988306,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,56
2023,,720575940616511318,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,27
2024,,720575940620500827,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,37
2025,,720575940628012903,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,161
2016,,720575940624998192,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,98
1770,,720575940626258746,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,72
1761,,720575940627806992,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,42
1768,,720575940617345846,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,59
1514,,720575940610946713,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,127
1515,,720575940617819806,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,69
1516,,720575940655593121,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,156
1517,,720575940620301990,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,50
1518,,720575940612183719,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,67
1519,,720575940615141031,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,134
1520,,720575940637415086,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,81
1521,,720575940611282611,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,36
1522,,720575940611298995,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,48
1523,,720575940634171060,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,26
1524,,720575940622636725,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,48
1525,,720575940622939836,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,97
1526,,720575940604401342,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,96
1527,,720575940635113151,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,105
1528,,720575940605007550,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,109
1529,,720575940604294846,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,78
1530,,720575940605114046,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,42
1531,,720575940627265223,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,80
1532,,720575940629993167,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,40
1513,,720575940625700504,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,122
1512,,720575940610397845,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,66
1510,,720575940616640145,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,78
1491,,720575940637193798,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,97
1492,,720575940623775309,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,66
1493,,720575940627371599,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,42
1494,,720575940631148113,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,54
1495,,720575940631254609,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,53
1496,,720575940617467485,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,90
1497,,720575940634916453,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,60
1498,,720575940635539045,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,71
1499,,720575940628223591,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,39
1500,,720575940631115368,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,87
1501,,720575940630836840,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,108
1502,,720575940635104879,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,113
1503,,720575940634908272,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,38
1504,,720575940615517813,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,75
1505,,720575940614837877,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,60
1506,,720575940621399679,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,90
1507,,720575940619245191,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,120
1508,,720575940622235272,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,155
1509,,720575940641388173,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,53
1511,,720575940622366355,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,79
1534,,720575940609078997,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,8
1535,,720575940620293848,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,50
1536,,720575940618475224,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,76
1561,,720575940626085706,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,75
1562,,720575940639176526,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,35
1563,,720575940630247243,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,118
1564,,720575940624021325,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,65
1565,,720575940616943444,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,55
1566,,720575940625659737,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,55
1567,,720575940625954649,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,56
1568,,720575940621440862,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,78
1569,,720575940635727711,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,82
1570,,720575940639897459,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,35
1571,,720575940618033019,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,67
1572,,720575940630214526,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,98
1573,,720575940625700739,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,115
1574,,720575940620023686,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,693
1575,,720575940627494793,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,29
1576,,720575940635449230,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,128
1577,,720575940626798479,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,78
1578,,720575940624299920,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,27
1579,,720575940616083345,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,106
1560,,720575940622825292,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,90
1559,,720575940628977482,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,35
1558,,720575940624979774,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,105
1557,,720575940638963517,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,26
1537,,720575940632647394,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,56
1538,,720575940624750316,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,28
1539,,720575940620375796,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,140
1540,,720575940642027253,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,50
1541,,720575940625946364,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,62
1542,,720575940622964477,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,84
1543,,720575940626667270,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,100
1544,,720575940625921802,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,94
1545,,720575940608915211,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,112
1490,,720575940637136454,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,65
1546,,720575940627740432,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,47
1548,,720575940633188121,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,56
1549,,720575940620982049,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,67
1550,,720575940612560680,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,96
1551,,720575940627846955,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,52
1552,,720575940618704689,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,68
1553,,720575940614526770,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,54
1554,,720575940617623350,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,107
1555,,720575940631902009,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,149
1556,,720575940630927160,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,65
1547,,720575940621866778,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,85
1580,,720575940616386449,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,75
1489,,720575940620244545,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,78
1487,,720575940645328436,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,147
1421,,720575940625716482,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,39
1422,,720575940627502342,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,130
1423,,720575940624520455,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,46
1424,,720575940626871558,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,124
1425,,720575940607964427,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,35
1426,,720575940614362380,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,109
1427,,720575940627764497,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,145
1428,,720575940619072788,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,31
1429,,720575940616533275,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,87
1430,,720575940616451362,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,40
1431,,720575940624561445,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,19
1432,,720575940622202150,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,84
1433,,720575940613068083,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,62
1434,,720575940646245684,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,81
1435,,720575940628976956,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,148
1436,,720575940639151438,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,42
1437,,720575940626683218,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,61
1438,,720575940626199890,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,95
1439,,720575940616303956,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,46
1420,,720575940627019004,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,117
1440,,720575940616639837,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,85
1419,,720575940634531064,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,47
1417,,720575940622382320,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,48
1398,,720575940622759108,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,78
1399,,720575940614755526,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,51
1400,,720575940616443078,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,22
1401,,720575940606661833,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,89
1402,,720575940618785995,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,50
1403,,720575940621669581,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,25
1404,,720575940610454734,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,48
1405,,720575940630131919,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,61
1406,,720575940608980178,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,62
1407,,720575940616197337,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,48
1408,,720575940615910623,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,90
1409,,720575940613797087,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,51
1410,,720575940632745186,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,34
1411,,720575940616238310,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,108
1412,,720575940637553897,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,87
1413,,720575940622341354,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,111
1414,,720575940619613422,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,61
1415,,720575940619646191,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,60
1416,,720575940620784880,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,46
1418,,720575940623652083,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,106
1441,,720575940633498976,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,77
1442,,720575940635522405,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,22
1443,,720575940605072742,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,53
1468,,720575940626462184,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,60
1469,,720575940623136243,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,102
1470,,720575940638946805,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,56
1471,,720575940634285560,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,83
1472,,720575940629665274,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,25
1473,,720575940622204927,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,89
1474,,720575940628837888,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,53
1475,,720575940616721921,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,86
1476,,720575940606850569,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,89
1477,,720575940607301131,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,108
1478,,720575940615058956,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,60
1479,,720575940621973005,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,70
1480,,720575940630484495,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,101
1481,,720575940632802841,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,51
1482,,720575940623349286,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,39
1483,,720575940621989417,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,98
1484,,720575940630509098,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,47
1485,,720575940627428907,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,40
1486,,720575940618860081,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,55
1467,,720575940623537639,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,41
1466,,720575940615575007,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,95
1465,,720575940622947805,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,18
1464,,720575940616377817,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,111
1444,,720575940620490093,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,75
1445,,720575940611962226,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,34
1446,,720575940615083381,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,48
1447,,720575940648342905,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,46
1448,,720575940638881152,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,65
1449,,720575940645139844,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,72
1450,,720575940647908740,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,17
1451,,720575940618589575,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,63
1452,,720575940619695494,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,109
1488,,720575940628698679,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,23
1453,,720575940612396437,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,45
1455,,720575940633179543,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,79
1456,,720575940619163045,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,49
1457,,720575940619335077,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,65
1458,,720575940615181735,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,33
1459,,720575940620965302,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,102
1460,,720575940628846018,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,81
1461,,720575940607849923,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,60
1462,,720575940619720129,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,65
1463,,720575940639290832,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,82
1454,,720575940614354326,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,95
1581,,720575940610488213,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,47
1582,,720575940612159381,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,129
1583,,720575940612560793,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,77
1702,,720575940620843478,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,64
1703,,720575940618475992,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,52
1704,,720575940617910745,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,89
1705,,720575940641946075,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,39
1706,,720575940638071262,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,161
1707,,720575940612323811,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,83
1708,,720575940611504613,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,36
1709,,720575940627454440,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,50
1710,,720575940630936057,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,120
1711,,720575940627134992,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,24
1712,,720575940627798545,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,42
1713,,720575940622162456,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,70
1714,,720575940626397724,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,45
1715,,720575940631353898,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,89
1716,,720575940617517622,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,38
1717,,720575940628552247,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,117
1718,,720575940617796150,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,26
1719,,720575940628847164,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,96
1720,,720575940629133884,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,53
1701,,720575940622932438,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,164
1721,,720575940626963018,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,59
1700,,720575940616378836,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,38
1698,,720575940631140812,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,59
1679,,720575940625160548,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,69
1680,,720575940646050158,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,43
1681,,720575940644911470,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,119
1682,,720575940636399983,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,29
1683,,720575940635236727,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,56
1684,,720575940617632123,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,110
1685,,720575940658633089,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,49
1686,,720575940625824131,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,60
